transaction_date,region,distributor,store,sales_channel,product,category,units_sold,revenue
2024-04-23,Northeast,Coastal Distribution,Fortaleza Market Center,E-commerce,Mineral Water 500ml,Beverages,8,22.64
2024-03-02,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Paper Towels 2-roll,Household,45,399.6
2024-10-04,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Potato Chips 120g,Snacks,16,105.76
2024-09-30,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Pharmacy,Tomato Sauce 340g,Grocery,7,28.21
2024-07-15,North,Norte Supply,Manaus Retail Center,Supermarket,Laundry Detergent 1L,Household,62,753.92
2024-07-11,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Pasta 500g,Grocery,13,76.18
2024-07-14,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Classic Soda 350ml,Beverages,77,322.63
2024-03-04,South,Pampa Supply,Florianópolis Market Center,E-commerce,Dish Soap 500ml,Household,17,86.02
2024-02-10,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Pasta 500g,Grocery,3,16.86
2024-03-02,North,Norte Supply,Manaus Retail Center,Supermarket,Laundry Detergent 1L,Household,47,625.1
2024-07-29,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Laundry Detergent 1L,Household,9,119.61
2024-10-19,North,Norte Supply,Manaus Retail Center,Pharmacy,Peanut Mix 200g,Snacks,12,91.32
2024-02-19,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Tomato Sauce 340g,Grocery,31,131.75
2024-11-28,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Peanut Mix 200g,Snacks,9,76.86
2024-04-19,North,Norte Supply,Manaus Retail Center,Pharmacy,Laundry Detergent 1L,Household,15,196.8
2024-02-28,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Chocolate Bar 90g,Confectionery,14,72.38
2024-06-12,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Classic Soda 350ml,Beverages,17,79.05
2024-07-29,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Tomato Sauce 340g,Grocery,30,119.4
2024-07-03,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Mineral Water 500ml,Beverages,20,53.4
2024-09-09,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Chocolate Bar 90g,Confectionery,76,382.28
2024-08-10,North,Norte Supply,Belém Market Point,Convenience,Paper Towels 2-roll,Household,16,146.4
2024-12-16,Central-West,MidBrasil Supply,Goiânia Sales Point,Supermarket,Mineral Water 500ml,Beverages,17,49.81
2024-02-21,North,Amazon Distribution,Manaus Retail Center,E-commerce,Dish Soap 500ml,Household,11,54.12
2024-09-26,Central-West,Cerrado Logistics,Goiânia Sales Point,E-commerce,Chocolate Bar 90g,Confectionery,3,17.28
2024-03-08,North,Amazon Distribution,Belém Market Point,Pharmacy,Classic Soda 350ml,Beverages,8,37.52
2024-09-17,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Cookies Pack 140g,Confectionery,6,40.86
2024-02-28,North,Amazon Distribution,Belém Market Point,Cash & Carry,Pasta 500g,Grocery,32,194.56
2024-09-10,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Cookies Pack 140g,Confectionery,119,793.73
2024-10-14,North,Amazon Distribution,Belém Market Point,Cash & Carry,Cookies Pack 140g,Confectionery,89,574.05
2024-08-23,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Dish Soap 500ml,Household,3,14.82
2024-09-12,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Peanut Mix 200g,Snacks,66,562.32
2024-04-29,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Tomato Sauce 340g,Grocery,3,13.59
2024-02-18,South,SulMax Distribuidora,Curitiba Retail Point,E-commerce,Mineral Water 500ml,Beverages,7,18.41
2024-11-18,North,Norte Supply,Porto Velho Outlet,Supermarket,Peanut Mix 200g,Snacks,21,181.23
2024-06-07,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Peanut Mix 200g,Snacks,15,124.35
2024-07-30,South,Pampa Supply,Curitiba Retail Point,Convenience,Laundry Detergent 1L,Household,10,121.0
2024-08-02,North,Amazon Distribution,Manaus Retail Center,E-commerce,Tomato Sauce 340g,Grocery,17,73.95
2024-01-04,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Chocolate Bar 90g,Confectionery,4,20.76
2024-11-18,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Potato Chips 120g,Snacks,20,124.0
2024-01-03,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Tomato Sauce 340g,Grocery,64,277.76
2024-05-17,North,Norte Supply,Porto Velho Outlet,Pharmacy,Pasta 500g,Grocery,15,85.8
2024-09-24,South,SulMax Distribuidora,Florianópolis Market Center,Cash & Carry,Laundry Detergent 1L,Household,77,904.75
2024-07-18,Central-West,Cerrado Logistics,Cuiabá Store Center,Cash & Carry,Pasta 500g,Grocery,88,510.4
2024-01-29,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Peanut Mix 200g,Snacks,13,104.39
2024-02-12,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Mineral Water 500ml,Beverages,9,26.37
2024-12-28,Southeast,SP Trade Hub,Belo Horizonte Outlet,Supermarket,Classic Soda 350ml,Beverages,19,84.17
2024-12-24,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Paper Towels 2-roll,Household,7,64.47
2024-12-23,North,Amazon Distribution,Manaus Retail Center,Pharmacy,Classic Soda 350ml,Beverages,14,62.16
2024-02-21,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Mineral Water 500ml,Beverages,19,55.67
2024-12-01,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Peanut Mix 200g,Snacks,2,17.2
2024-08-21,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Paper Towels 2-roll,Household,5,45.8
2024-07-15,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Chocolate Bar 90g,Confectionery,10,50.6
2024-08-22,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Pharmacy,Cookies Pack 140g,Confectionery,5,33.1
2024-09-10,North,Amazon Distribution,Manaus Retail Center,Supermarket,Classic Soda 350ml,Beverages,12,50.64
2024-04-08,North,Norte Supply,Porto Velho Outlet,E-commerce,Laundry Detergent 1L,Household,12,151.68
2024-07-04,Southeast,Rio Valley Distribution,Campinas Retail Hub,Pharmacy,Mineral Water 500ml,Beverages,12,31.68
2024-12-30,Southeast,Atlântico Distribuição,São Paulo Prime Store,Convenience,Classic Soda 350ml,Beverages,25,120.0
2024-09-19,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Dish Soap 500ml,Household,9,44.37
2024-12-10,South,Pampa Supply,Curitiba Retail Point,E-commerce,Cookies Pack 140g,Confectionery,17,120.02
2024-03-15,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Peanut Mix 200g,Snacks,30,249.6
2024-03-04,Southeast,Rio Valley Distribution,Rio Market Center,Supermarket,Mineral Water 500ml,Beverages,10,26.0
2024-04-21,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Laundry Detergent 1L,Household,1,12.63
2024-08-03,Central-West,Cerrado Logistics,Goiânia Sales Point,Supermarket,Tomato Sauce 340g,Grocery,54,228.96
2024-06-22,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Classic Soda 350ml,Beverages,16,70.08
2024-09-07,North,Amazon Distribution,Belém Market Point,Pharmacy,Pasta 500g,Grocery,3,18.18
2024-01-29,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Laundry Detergent 1L,Household,7,90.02
2024-04-08,Southeast,Rio Valley Distribution,São Paulo Prime Store,Convenience,Cookies Pack 140g,Confectionery,15,103.65
2024-08-03,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Pasta 500g,Grocery,44,260.92
2024-10-27,South,SulMax Distribuidora,Porto Alegre Store Hub,Supermarket,Cookies Pack 140g,Confectionery,63,399.42
2024-08-21,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Orange Juice 1L,Beverages,16,122.72
2024-06-02,South,Pampa Supply,Florianópolis Market Center,E-commerce,Paper Towels 2-roll,Household,6,53.76
2024-10-03,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Paper Towels 2-roll,Household,23,203.78
2024-12-19,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Orange Juice 1L,Beverages,7,53.13
2024-01-20,Northeast,Coastal Distribution,Salvador Retail Point,Cash & Carry,Chocolate Bar 90g,Confectionery,116,629.88
2024-08-08,Southeast,Atlântico Distribuição,Rio Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,35,182.0
2024-12-03,South,SulMax Distribuidora,Florianópolis Market Center,E-commerce,Pasta 500g,Grocery,13,76.05
2024-10-20,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Potato Chips 120g,Snacks,29,201.26
2024-02-11,Northeast,Coastal Distribution,Recife Store Hub,Pharmacy,Peanut Mix 200g,Snacks,11,95.59
2024-12-02,North,Amazon Distribution,Manaus Retail Center,Convenience,Laundry Detergent 1L,Household,20,264.4
2024-01-09,Northeast,Nordeste Partners,Fortaleza Market Center,Cash & Carry,Peanut Mix 200g,Snacks,52,419.12
2024-04-10,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Dish Soap 500ml,Household,13,67.21
2024-04-26,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Tomato Sauce 340g,Grocery,39,152.1
2024-05-31,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Chocolate Bar 90g,Confectionery,12,63.72
2024-01-22,South,Pampa Supply,Curitiba Retail Point,Supermarket,Orange Juice 1L,Beverages,51,389.64
2024-09-06,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Orange Juice 1L,Beverages,16,132.48
2024-10-20,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Classic Soda 350ml,Beverages,3,13.92
2024-02-04,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Cookies Pack 140g,Confectionery,16,100.48
2024-04-20,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Classic Soda 350ml,Beverages,106,502.44
2024-12-20,Southeast,Rio Valley Distribution,Campinas Retail Hub,Convenience,Tomato Sauce 340g,Grocery,15,59.25
2024-06-26,North,Amazon Distribution,Manaus Retail Center,E-commerce,Classic Soda 350ml,Beverages,15,70.35
2024-01-29,South,Pampa Supply,Porto Alegre Store Hub,Cash & Carry,Classic Soda 350ml,Beverages,112,483.84
2024-12-14,Central-West,Cerrado Logistics,Brasília Retail Hub,Pharmacy,Cookies Pack 140g,Confectionery,9,56.7
2024-08-10,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Chocolate Bar 90g,Confectionery,6,33.96
2024-06-12,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,84,357.0
2024-04-09,South,SulMax Distribuidora,Florianópolis Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,73,364.27
2024-01-15,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Paper Towels 2-roll,Household,16,132.16
2024-11-07,Northeast,Nordeste Partners,Fortaleza Market Center,Convenience,Pasta 500g,Grocery,9,55.89
2024-07-06,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Tomato Sauce 340g,Grocery,15,62.85
2024-06-15,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Pasta 500g,Grocery,8,49.68
2024-03-20,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Peanut Mix 200g,Snacks,14,117.6
2024-08-31,South,SulMax Distribuidora,Porto Alegre Store Hub,Pharmacy,Chocolate Bar 90g,Confectionery,11,58.85
2024-07-09,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Pasta 500g,Grocery,14,86.8
2024-05-21,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Mineral Water 500ml,Beverages,5,13.9
2024-03-06,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Dish Soap 500ml,Household,18,94.5
2024-12-07,North,Norte Supply,Belém Market Point,Supermarket,Mineral Water 500ml,Beverages,76,212.8
2024-08-27,Northeast,Coastal Distribution,Recife Store Hub,Cash & Carry,Pasta 500g,Grocery,76,450.68
2024-05-25,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Peanut Mix 200g,Snacks,86,750.78
2024-04-10,Southeast,Atlântico Distribuição,Rio Market Center,Pharmacy,Cookies Pack 140g,Confectionery,20,134.8
2024-10-01,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Pasta 500g,Grocery,71,442.33
2024-01-29,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Cookies Pack 140g,Confectionery,14,97.72
2024-03-30,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Paper Towels 2-roll,Household,3,25.38
2024-07-25,North,Norte Supply,Belém Market Point,E-commerce,Peanut Mix 200g,Snacks,6,46.38
2024-06-18,North,Norte Supply,Manaus Retail Center,Convenience,Cookies Pack 140g,Confectionery,5,34.15
2024-02-13,Southeast,Atlântico Distribuição,São Paulo Prime Store,Convenience,Potato Chips 120g,Snacks,7,42.35
2024-11-17,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Mineral Water 500ml,Beverages,17,48.62
2024-08-08,Southeast,Rio Valley Distribution,São Paulo Prime Store,E-commerce,Paper Towels 2-roll,Household,17,146.2
2024-02-22,North,Norte Supply,Belém Market Point,Pharmacy,Classic Soda 350ml,Beverages,17,70.55
2024-01-19,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Tomato Sauce 340g,Grocery,5,22.65
2024-07-17,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Mineral Water 500ml,Beverages,49,127.89
2024-03-19,Northeast,Coastal Distribution,Salvador Retail Point,Convenience,Chocolate Bar 90g,Confectionery,25,138.5
2024-08-19,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Pasta 500g,Grocery,8,50.4
2024-01-03,North,Norte Supply,Porto Velho Outlet,Supermarket,Mineral Water 500ml,Beverages,33,87.45
2024-11-30,Southeast,Rio Valley Distribution,São Paulo Prime Store,Cash & Carry,Potato Chips 120g,Snacks,25,162.5
2024-09-22,North,Amazon Distribution,Manaus Retail Center,Convenience,Laundry Detergent 1L,Household,4,46.24
2024-07-03,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Chocolate Bar 90g,Confectionery,17,94.52
2024-10-13,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Mineral Water 500ml,Beverages,33,88.44
2024-12-27,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Dish Soap 500ml,Household,18,88.92
2024-05-14,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Paper Towels 2-roll,Household,17,141.95
2024-11-03,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Cookies Pack 140g,Confectionery,19,135.66
2024-06-10,Southeast,SP Trade Hub,Campinas Retail Hub,E-commerce,Tomato Sauce 340g,Grocery,17,68.85
2024-11-27,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Orange Juice 1L,Beverages,8,62.88
2024-09-25,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Laundry Detergent 1L,Household,10,122.0
2024-07-23,South,SulMax Distribuidora,Florianópolis Market Center,Cash & Carry,Cookies Pack 140g,Confectionery,119,748.51
2024-08-01,Central-West,MidBrasil Supply,Cuiabá Store Center,Supermarket,Classic Soda 350ml,Beverages,28,134.4
2024-09-29,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Convenience,Pasta 500g,Grocery,21,125.79
2024-07-18,Southeast,SP Trade Hub,Rio Market Center,Convenience,Peanut Mix 200g,Snacks,10,76.5
2024-03-29,South,Pampa Supply,Curitiba Retail Point,Cash & Carry,Laundry Detergent 1L,Household,73,884.03
2024-12-16,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Orange Juice 1L,Beverages,3,22.35
2024-02-19,North,Amazon Distribution,Manaus Retail Center,Convenience,Dish Soap 500ml,Household,7,35.07
2024-09-17,South,Pampa Supply,Curitiba Retail Point,Supermarket,Cookies Pack 140g,Confectionery,45,283.05
2024-06-18,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Dish Soap 500ml,Household,7,37.03
2024-09-12,Southeast,SP Trade Hub,São Paulo Prime Store,E-commerce,Tomato Sauce 340g,Grocery,16,65.76
2024-03-22,South,SulMax Distribuidora,Curitiba Retail Point,Supermarket,Mineral Water 500ml,Beverages,65,168.35
2024-05-26,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Paper Towels 2-roll,Household,8,65.84
2024-11-21,Southeast,Atlântico Distribuição,Rio Market Center,Pharmacy,Peanut Mix 200g,Snacks,9,68.85
2024-10-05,North,Amazon Distribution,Manaus Retail Center,Supermarket,Potato Chips 120g,Snacks,55,375.1
2024-04-30,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Tomato Sauce 340g,Grocery,3,13.11
2024-11-13,South,Pampa Supply,Florianópolis Market Center,Supermarket,Orange Juice 1L,Beverages,64,536.96
2024-10-06,Central-West,MidBrasil Supply,Cuiabá Store Center,E-commerce,Cookies Pack 140g,Confectionery,5,32.05
2024-07-01,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Mineral Water 500ml,Beverages,61,183.0
2024-12-18,South,SulMax Distribuidora,Florianópolis Market Center,E-commerce,Mineral Water 500ml,Beverages,7,18.13
2024-06-17,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Mineral Water 500ml,Beverages,74,191.66
2024-11-13,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Tomato Sauce 340g,Grocery,7,31.01
2024-08-28,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Peanut Mix 200g,Snacks,13,109.2
2024-07-10,Southeast,SP Trade Hub,São Paulo Prime Store,Supermarket,Orange Juice 1L,Beverages,63,521.64
2024-06-01,Southeast,SP Trade Hub,São Paulo Prime Store,Cash & Carry,Mineral Water 500ml,Beverages,35,96.25
2024-10-19,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Potato Chips 120g,Snacks,10,69.9
2024-12-28,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Potato Chips 120g,Snacks,4,27.28
2024-12-13,South,SulMax Distribuidora,Curitiba Retail Point,Convenience,Pasta 500g,Grocery,14,82.6
2024-04-05,Southeast,SP Trade Hub,Belo Horizonte Outlet,Supermarket,Dish Soap 500ml,Household,70,334.6
2024-03-20,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Laundry Detergent 1L,Household,64,775.04
2024-08-12,North,Amazon Distribution,Manaus Retail Center,Supermarket,Pasta 500g,Grocery,30,189.3
2024-07-31,South,SulMax Distribuidora,Porto Alegre Store Hub,Supermarket,Cookies Pack 140g,Confectionery,49,337.12
2024-10-23,Southeast,SP Trade Hub,Belo Horizonte Outlet,E-commerce,Chocolate Bar 90g,Confectionery,1,5.6
2024-12-04,North,Norte Supply,Porto Velho Outlet,Convenience,Potato Chips 120g,Snacks,25,155.75
2024-01-14,Southeast,SP Trade Hub,Campinas Retail Hub,E-commerce,Chocolate Bar 90g,Confectionery,6,30.18
2024-12-17,North,Amazon Distribution,Porto Velho Outlet,Pharmacy,Classic Soda 350ml,Beverages,3,14.49
2024-07-02,North,Amazon Distribution,Manaus Retail Center,Supermarket,Classic Soda 350ml,Beverages,40,169.2
2024-10-21,Northeast,Nordeste Partners,Fortaleza Market Center,E-commerce,Potato Chips 120g,Snacks,12,76.56
2024-02-06,North,Amazon Distribution,Belém Market Point,Pharmacy,Cookies Pack 140g,Confectionery,16,102.08
2024-04-02,North,Amazon Distribution,Belém Market Point,Pharmacy,Pasta 500g,Grocery,10,61.9
2024-10-17,Central-West,Cerrado Logistics,Goiânia Sales Point,Pharmacy,Potato Chips 120g,Snacks,3,20.4
2024-09-28,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Pasta 500g,Grocery,18,103.86
2024-03-03,Southeast,SP Trade Hub,Campinas Retail Hub,Pharmacy,Potato Chips 120g,Snacks,15,90.0
2024-01-08,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Chocolate Bar 90g,Confectionery,15,85.2
2024-12-19,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Classic Soda 350ml,Beverages,13,55.25
2024-05-11,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Laundry Detergent 1L,Household,12,148.32
2024-08-27,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Cookies Pack 140g,Confectionery,14,99.4
2024-03-25,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Peanut Mix 200g,Snacks,106,870.26
2024-02-26,North,Amazon Distribution,Manaus Retail Center,Cash & Carry,Paper Towels 2-roll,Household,42,380.52
2024-05-18,Southeast,Atlântico Distribuição,Campinas Retail Hub,Pharmacy,Pasta 500g,Grocery,17,104.04
2024-04-07,North,Norte Supply,Manaus Retail Center,E-commerce,Mineral Water 500ml,Beverages,6,15.84
2024-03-25,South,SulMax Distribuidora,Curitiba Retail Point,Pharmacy,Cookies Pack 140g,Confectionery,6,43.2
